"scientific_name","scientific_name_type","kingdom","establishment_means","is_invasive","occurrence_status","checklist.name","checklist.iso_countrycode_alpha3","accepted_name.species","accepted_name.kingdom","accepted_name.phylum","accepted_name.class","accepted_name.order","accepted_name.family","accepted_name.habitat","accepted_name"
"Potentilla indica (Andrews) T.Wolf","species","Plantae","alien","null","present","Malaysia","MYS","Potentilla indica","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","[""terrestrial""]",
"Cirrhinus cirrhosus (Bloch, 1795)","species","Animalia","alien","null","present","Malaysia","MYS","Cirrhinus cirrhosus","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","[""freshwater"",""brackish""]",
"Cynodon dactylon (L.) Pers.","species","Plantae","alien","invasive","present","Malaysia","MYS","Cynodon dactylon","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Cherax tenuimanus Smith, 1912","species","Animalia","alien","null","present","Malaysia","MYS","Cherax tenuimanus","Animalia","Arthropoda","Malacostraca","Decapoda","Parastacidae","[""freshwater""]",
"Thunbergia alata subsp. reticulata (Nees) Bremek.","species","Plantae","alien","null","present","Malaysia","MYS","Thunbergia reticulata","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","[""terrestrial""]",
"Cichla monoculus Agassiz, 1831","species","Animalia","alien","null","present","Malaysia","MYS","Cichla monoculus","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae","[""freshwater""]",
"Gambusia holbrooki Girard, 1859","species","Animalia","alien","invasive","present","Malaysia","MYS","Gambusia holbrooki","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","[""freshwater"",""brackish""]",
"Tephrosia candida DC.","species","Plantae","alien","null","present","Malaysia","MYS","Tephrosia candida","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Paratrechina longicornis (Latreille, 1802)","species","Animalia","alien","null","present","Malaysia","MYS","Paratrechina longicornis","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","[""terrestrial""]",
"Stellaria uliginosa Murray","species","Plantae","alien","null","present","Malaysia","MYS","Stellaria alsine","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","[""terrestrial""]",
"Crotalaria juncea L.","species","Plantae","alien","null","present","Malaysia","MYS","Crotalaria juncea","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Euphorbia cyathophora Murray","species","Plantae","alien","null","present","Malaysia","MYS","Euphorbia heterophylla","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","[""terrestrial""]",
"Typha latifolia L.","species","Plantae","alien","null","present","Malaysia","MYS","Typha latifolia","Plantae","Tracheophyta","Liliopsida","Poales","Typhaceae","[""terrestrial"",""freshwater""]",
"Desmanthus virgatus (L.) Willd.","species","Plantae","alien","null","present","Malaysia","MYS","Desmanthus virgatus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Rubus niveus Thunb.","species","Plantae","alien","null","present","Malaysia","MYS","Rubus niveus","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","[""terrestrial""]",
"Alpinia galanga Willd.","species","Plantae","cryptogenic|uncertain","null","present","Malaysia","MYS","Alpinia galanga","Plantae","Tracheophyta","Liliopsida","Zingiberales","Zingiberaceae","[""terrestrial""]",
"Eryngium foetidum L.","species","Plantae","alien","null","present","Malaysia","MYS","Eryngium foetidum","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","[""terrestrial""]",
"Rorippa heterophylla (Blume) R.O.Williams","species","Plantae","alien","null","present","Malaysia","MYS","Rorippa dubia","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","[""terrestrial"",""freshwater""]",
"Hevea brasiliensis (Willd. ex A.Juss.) Müll.Arg.","species","Plantae","alien","null","present","Malaysia","MYS","Hevea brasiliensis","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","[""terrestrial""]",
"Crassostrea gigas (Thunberg, 1793)","species","Animalia","alien","null","present","Malaysia","MYS","Magallana gigas","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","[""marine""]",
"Clitoria laurifolia Poir.","species","Plantae","alien","null","present","Malaysia","MYS","Clitoria laurifolia","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Eleutheranthera ruderalis (Sw.) Sch.Bip.","species","Plantae","alien","null","present","Malaysia","MYS","Eleutheranthera ruderalis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]",
"Indigofera tinctoria L.","species","Plantae","alien","null","present","Malaysia","MYS","Indigofera tinctoria","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Thunbergia grandiflora Roxb.","species","Plantae","alien","null","present","Malaysia","MYS","Thunbergia grandiflora","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","[""terrestrial""]",
"Cecropia peltata L.","species","Plantae","alien","invasive","present","Malaysia","MYS","Cecropia peltata","Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","[""terrestrial""]",
"Lepturus radicans A.Camus","species","Plantae","alien","null","present","Malaysia","MYS","Lepturus radicans","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Piaractus brachypomus (Cuvier, 1818)","species","Animalia","alien","null","present","Malaysia","MYS","Piaractus brachypomus","Animalia","Chordata","Actinopterygii","Characiformes","Serrasalmidae","[""freshwater""]",
"Kyllinga polyphylla Willd.","species","Plantae","alien","null","present","Malaysia","MYS","Cyperus aromaticus","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","[""terrestrial"",""freshwater""]",
"Cerastium glomeratum Thuill.","species","Plantae","alien","null","present","Malaysia","MYS","Cerastium glomeratum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","[""terrestrial""]",
"Boehmeria nivea Gaudich.","species","Plantae","alien","null","present","Malaysia","MYS","Boehmeria nivea","Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","[""terrestrial""]",
"Sagina procumbens L.","species","Plantae","alien","null","present","Malaysia","MYS","Sagina procumbens","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","[""terrestrial""]",
"Oryctolagus cuniculus (Linnaeus, 1758)","species","Animalia","alien","null","present","Malaysia","MYS","Oryctolagus cuniculus","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","[""terrestrial""]",
"Hypophthalmichthys molitrix (Valenciennes, 1844)","species","Animalia","alien","invasive","present","Malaysia","MYS","Hypophthalmichthys molitrix","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","[""freshwater"",""brackish""]",
"Limnocharis flava Buchenau","species","Plantae","alien","invasive","present","Malaysia","MYS","Limnocharis flava","Plantae","Tracheophyta","Liliopsida","Alismatales","Alismataceae","[""terrestrial"",""freshwater""]",
"Indigofera spicata Forssk.","species","Plantae","alien","null","present","Malaysia","MYS","Indigofera spicata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Piper aduncum L.","species","Plantae","alien","null","present","Malaysia","MYS","Piper aduncum","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","[""terrestrial""]",
"Paspalum vaginatum Sw.","species","Plantae","alien","invasive","present","Malaysia","MYS","Paspalum vaginatum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial"",""brackish""]",
"Ruellia tuberosa L.","species","Plantae","alien","null","present","Malaysia","MYS","Ruellia tuberosa","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","[""terrestrial""]",
"Phytolacca octandra L, Cranwell & L.B.Moore","species","Plantae","alien","null","present","Malaysia","MYS","Phytolacca icosandra","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Phytolaccaceae","[""terrestrial""]",
"Macfadyena unguis-cati (L.) A.H.Gentry","species","Plantae","alien","null","present","Malaysia","MYS","Dolichandra unguis-cati","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Bignoniaceae","[""terrestrial""]",
"Catharanthus roseus G.Don","species","Plantae","alien","null","present","Malaysia","MYS","Catharanthus roseus","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","[""terrestrial""]",
"Ziziphus mauritiana Lam.","species","Plantae","alien","null","present","Malaysia","MYS","Ziziphus mauritiana","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","[""terrestrial""]",
"Polygala paniculata L.","species","Plantae","alien","null","present","Malaysia","MYS","Polygala paniculata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Polygalaceae","[""terrestrial""]",
"Allamanda cathartica L.","species","Plantae","alien","null","present","Malaysia","MYS","Allamanda cathartica","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","[""terrestrial""]",
"Cyperus rotundus L.","species","Plantae","alien","invasive","present","Malaysia","MYS","Cyperus rotundus","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","[""terrestrial"",""freshwater""]",
"Porophyllum ruderale (Jacq.) Cass.","species","Plantae","alien","null","present","Malaysia","MYS","Porophyllum ruderale","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]",
"Dalbergia sissoo DC.","species","Plantae","alien","null","present","Malaysia","MYS","Dalbergia sissoo","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Ipomoea triloba L.","species","Plantae","alien","null","present","Malaysia","MYS","Ipomoea triloba","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","[""terrestrial""]",
"Ctenopharyngodon idella (Valenciennes, 1844)","species","Animalia","alien","null","present","Malaysia","MYS","Ctenopharyngodon idella","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","[""freshwater"",""brackish""]",
"Cenchrus brownii Roem. & Schult.","species","Plantae","alien","null","present","Malaysia","MYS","Cenchrus brownii","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Tripsacum dactyloides (L.) L.","species","Plantae","alien","null","present","Malaysia","MYS","Tripsacum dactyloides","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Aniseia martinicensis Choisy","species","Plantae","alien","null","present","Malaysia","MYS","Aniseia martinicensis","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","[""terrestrial""]",
"Turnera ulmifolia L.","species","Plantae","alien","null","present","Malaysia","MYS","Turnera ulmifolia","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Turneraceae","[""terrestrial""]",
"Cajanus cajan (L.) Millsp.","species","Plantae","alien","null","present","Malaysia","MYS","Cajanus cajan","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Stellaria media (L.) Vill.","species","Plantae","alien","null","present","Malaysia","MYS","Stellaria media","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","[""terrestrial""]",
"Ammannia baccifera L.","species","Plantae","cryptogenic|uncertain","null","present","Malaysia","MYS","Ammannia baccifera","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Lythraceae","[""terrestrial""]",
"Labeo rohita (Hamilton, 1822)","species","Animalia","alien","null","present","Malaysia","MYS","Labeo rohita","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","[""freshwater"",""brackish""]",
"Mimosa diplotricha C.Wright ex Sauvalle","species","Plantae","alien","invasive","present","Malaysia","MYS","Mimosa diplotricha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Ipomoea cairica (L.) Sweet","species","Plantae","alien","null","present","Malaysia","MYS","Ipomoea cairica","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","[""terrestrial""]",
"Galinsoga parviflora Cav.","species","Plantae","alien","null","present","Malaysia","MYS","Galinsoga parviflora","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]",
"Euphorbia hirta L.","species","Plantae","alien","null","present","Malaysia","MYS","Euphorbia hirta","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","[""terrestrial""]",
"Xanthosoma sagittifolium (L.) Schott","species","Plantae","alien","null","present","Malaysia","MYS","Xanthosoma sagittifolium","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","[""terrestrial"",""freshwater""]",
"Stachytarpheta indica Vahl","species","Plantae","alien","null","present","Malaysia","MYS","Stachytarpheta indica","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","[""terrestrial""]",
"Imperata cylindrica (L.) P.Beauv.","species","Plantae","alien","null","present","Malaysia","MYS","Imperata cylindrica","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Cenchrus echinatus L.","species","Plantae","alien","null","present","Malaysia","MYS","Cenchrus echinatus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Centrosema pubescens Benth.","species","Plantae","alien","null","present","Malaysia","MYS","Centrosema pubescens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Chloris barbata Sw.","species","Plantae","alien","null","present","Malaysia","MYS","Chloris barbata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Tephrosia purpurea (L.) Pers.","species","Plantae","alien","null","present","Malaysia","MYS","Tephrosia purpurea","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Cleome rutidosperma DC.","species","Plantae","alien","null","present","Malaysia","MYS","Sieruela rutidosperma","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Cleomaceae","[""terrestrial""]",
"Crotalaria cytisoides DC.","species","Plantae","alien","null","present","Malaysia","MYS","Crotalaria cytisoides","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Ipomoea nil (L.) Roth","species","Plantae","alien","null","present","Malaysia","MYS","Ipomoea nil","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","[""terrestrial""]",
"Hyptis suaveolens (L.) Poit.","species","Plantae","alien","null","present","Malaysia","MYS","Mesosphaerum suaveolens","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","[""terrestrial""]",
"Oncorhynchus mykiss (Walbaum, 1792)","species","Animalia","alien","null","present","Malaysia","MYS","Oncorhynchus mykiss","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","[""freshwater"",""brackish"",""marine""]",
"Sesamum radiatum Schumach. & Thonn.","species","Plantae","alien","null","present","Malaysia","MYS","Sesamum radiatum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Pedaliaceae","[""terrestrial""]",
"Hedychium chrysoleucum Hook.","species","Plantae","cryptogenic|uncertain","null","present","Malaysia","MYS","Hedychium coronarium","Plantae","Tracheophyta","Liliopsida","Zingiberales","Zingiberaceae","[""terrestrial""]",
"Melinis repens (Willd.) Zizka","species","Plantae","alien","null","present","Malaysia","MYS","Melinis repens","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Chamaecrista mimosoides (L.) Greene","species","Plantae","alien","null","present","Malaysia","MYS","Chamaecrista mimosoides","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Senna obtusifolia (L.) H.S.Irwin & Barneby","species","Plantae","alien","null","present","Malaysia","MYS","Senna obtusifolia","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Urochloa mutica (Forssk.) T.Q.Nguyen","species","Plantae","alien","invasive","present","Malaysia","MYS","Brachiaria mutica","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Euphorbia hypericifolia L.","species","Plantae","alien","null","present","Malaysia","MYS","Euphorbia hypericifolia","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","[""terrestrial""]",
"Tridax procumbens L.","species","Plantae","alien","null","present","Malaysia","MYS","Tridax procumbens","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]",
"Sesamum orientale Sieber ex Presl","species","Plantae","alien","null","present","Malaysia","MYS","Sesamum orientale","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Pedaliaceae","[""terrestrial""]",
"Leonurus japonicus Houtt.","species","Plantae","alien","null","present","Malaysia","MYS","Leonurus japonicus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","[""terrestrial""]",
"Crotalaria zanzibarica Benth.","species","Plantae","alien","null","present","Malaysia","MYS","Crotalaria trichotoma","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
